id,qid1,qid2,answer1,answer2,is_duplicate
39,79,80,Berapakah kecepatan stall dan AOA dari f-14 dengan sayap yang disapu penuh ke belakang?,"Mengapa pesawat terbang berhenti menggunakan sayap sapuan variabel, seperti yang ada pada F-14?",0
40,81,82,Mengapa orang Slavia berjongkok?,Apakah squat akan membuat kaki saya lebih tebal?,0
41,83,84,Kapan saya bisa mengharapkan surat konfirmasi Cognizant saya?,Kapan saya bisa mengharapkan surat konfirmasi Cognizant?,0
42,85,86,Dapatkah saya menghasilkan 50.000 sebulan dengan perdagangan harian?,Dapatkah saya menghasilkan 30.000 sebulan dengan perdagangan harian?,0
43,87,88,Apakah menjadi anak yang baik dan tidak menjadi pemberontak itu sepadan dalam jangka panjang?,Apakah bosan itu baik untuk anak-anak?,0
44,89,90,Dari universitas mana Rexnord merekrut lulusan baru? Jurusan apa yang mereka cari?,Dari universitas mana B&G Foods merekrut lulusan baru? Jurusan apa yang mereka cari?,0
45,91,92,Apa cara tercepat untuk meningkatkan pengikut Instagram?,Bagaimana kita bisa meningkatkan jumlah pengikut Instagram kita?,0
46,93,94,Bagaimana Darth Vader bertarung melawan Darth Maul di Star Wars Legends?,Apakah Quora memiliki batas karakter untuk deskripsi profil?,0
47,95,96,"Apa saja tahap-tahap putus cinta di antara pasangan? Maksud saya, apa yang terjadi setelah putus cinta secara emosional, apakah itu pria atau wanita?","Siapa yang lebih terpengaruh oleh putus cinta, si pria atau si wanita?",0
48,97,98,Apa saja contoh produk yang dapat dibuat dari minyak mentah?,Apa saja produk yang dibuat dari minyak mentah?,1
49,99,100,Bagaimana cara saya berteman.,Bagaimana cara berteman?,1
50,101,102,Apakah Career Launcher bagus untuk persiapan RBI Grade B?,Bagaimana program online career launcher untuk RBI Grade B?,1
51,103,104,"Apakah Blu Ray akan diputar pada pemutar DVD biasa? Jika demikian, bagaimana caranya?",Bagaimana Anda bisa memutar DVD Blu Ray pada pemutar DVD biasa?,1
52,105,106,Apakah dia selalu sedih?,"Secara aerodinamis, apa yang terjadi ketika propeler berputar?",0
53,107,108,Apa makanan terbaik/paling berkesan yang pernah Anda makan dan mengapa?,Hidangan apa yang paling lezat yang pernah Anda makan dan mengapa?,1
54,109,110,Bagaimana GST mempengaruhi CA dan petugas pajak?,Mengapa saya tidak bisa mengerjakan pekerjaan rumah saya?,0
55,111,112,Seberapa sulitkah masuk ke RSI?,Apakah Anda melamar program seperti RSI ketika Anda sudah menjadi senior?,0
56,113,114,Siapa teman israil?,Apakah pacar saya berbohong tentang perasaannya yang sebenarnya terhadap temannya dan apakah dia diam-diam tertarik padanya?,0
57,115,116,Apa saja lagu rap yang bagus untuk menari?,Apa saja lagu rap terbaik?,0
58,117,118,Tiba-tiba saya logout dari Gmail. Saya tidak dapat mengingat kata sandi Gmail saya dan baru menyadari bahwa email pemulihan tidak lagi hidup. Apa yang bisa saya lakukan?,Saya tidak dapat mengingat kata sandi Gmail saya atau email pemulihan saya. Bagaimana saya bisa memulihkan email saya?,1
59,119,120,Apa cara terbaik untuk belajar bahasa Prancis?,Bagaimana cara mempelajari gender bahasa Prancis?,0
60,121,122,Bagaimana cara mengunduh konten dari torrent kickass tanpa registrasi?,Apakah Kickass Torrents dapat dipercaya?,0
61,123,124,Apakah normal memiliki cincin gelap di sekitar iris mata saya?,Apa yang menyebabkan cincin gelap di sekitar iris mata? Bagaimana cara mengobatinya?,0
62,125,126,Bagaimana buku Harry Potter yang baru 'Harry Potter dan Anak Terkutuk'?,Seberapa buruk buku baru karya J.K Rowling?,1
63,127,128,Mengapa saya selalu merasa tertekan?,Mengapa saya selalu merasa tertekan di malam hari?,0
64,129,130,Di mana saya bisa menemukan database kantor keluarga Eropa?,Di mana saya bisa menemukan basis data kantor keluarga A.S.?,0
65,131,132,Apa itu pemrograman Java? Bagaimana Cara Belajar Bahasa Pemrograman Java?,Bagaimana cara belajar bahasa komputer seperti java?,1
66,133,134,Apa buku terbaik yang pernah dibuat?,Buku apa yang paling penting yang pernah Anda baca?,1
67,135,136,Dapatkah kita menyimpan energi yang dihasilkan dari petir?,Apakah mungkin menyimpan energi petir?,1
68,137,138,Apa ulasan Anda tentang Performance Testing?,Apa yang dimaksud dengan pengujian performa?,0
69,139,140,Dengan biaya apa privasi yang begitu banyak seperti di Jerman bisa diperoleh? Apa lagi yang hilang untuk mendapatkan begitu banyak privasi?,Apakah ada orang yang benar-benar menikmati salad tanpa saus?,0
70,141,142,Apa saja jenis-jenis kekebalan?,Apa saja jenis imunitas yang berbeda dalam tubuh kita?,0
71,143,144,Apa yang dimaksud dengan gangguan kepribadian narsistik?,Apa itu gangguan kepribadian narsistik?,1
72,145,146,Bagaimana saya bisa berbicara bahasa Inggris dengan lancar?,Bagaimana saya bisa belajar berbicara bahasa Inggris dengan lancar?,1
73,147,148,Seberapa membantu nomor telepon dukungan pemulihan data otomatis quickbooks untuk memulihkan file data Anda yang rusak?,Berapa nomor telepon dukungan pelanggan quickbooks USA?,1
74,149,150,Siapakah penjudi terkaya sepanjang masa dan bagaimana saya bisa mencapai levelnya?,Siapakah penjudi terkaya sepanjang masa dan bagaimana saya bisa mencapai levelnya sebagai penjudi?,1
75,151,152,Jika saya menembakkan peluru ke belakang dari pesawat terbang yang melaju lebih cepat daripada peluru; apakah peluru akan bergerak mundur?,"Apakah peluru bergerak lebih cepat daripada kecepatan suara ketika ditembakkan dari pistol? Jika tidak, apakah mungkin? Jika ya, senjata apa dan seberapa besar kehancuran yang terjadi?",0
76,153,154,Bagaimana cara mencegah kanker payudara?,Apakah kanker payudara dapat dicegah?,0
77,155,156,Bagaimana cara keluar dari akun Gmail saya di ponsel teman saya?,Bagaimana saya bisa tahu siapa yang masuk ke akun Gmail saya? (dengan memberi tahu alamat IP atau nama perangkatnya)?,0
78,157,158,Bagaimana saya bisa menghasilkan uang melalui Internet?,"Apa saja cara yang berbeda untuk menghasilkan uang secara online, kecuali menjual barang?",0
79,159,160,Apa tujuan hidup?,Apa tujuan hidup? Sebenarnya tentang apakah kehidupan itu?,1
80,161,162,Kapankah pemerintah BJP akan melucuti kewarganegaraan India dari semua Muslim dan Kristen dan menempatkan mereka di atas perahu seperti Rohingya di Burma?,"Mengapa India tidak menerapkan ""model Burma-Rohingya"" untuk mendeportasi warga Bangladesh ilegal?",0
81,163,164,Apa etika yang tepat untuk mengucapkan selamat ulang tahun kepada Saksi Yehuwa?,Seberapa pentingkah menjadi orang pertama yang mengucapkan selamat ulang tahun kepada seseorang?,0
82,165,166,"Jika seseorang ingin membuka stasiun radio FM komersial di kota mana pun di India, berapa biayanya dan bagaimana prosedurnya?","Saya ingin membuat iklan perjalanan / video klip HD, Untuk India dan Selandia Baru. Berapa biayanya?",0
83,167,168,Mengapa orang Swiss membenci orang Asia?,Mengapa karyawan teknis sangat membenci orang penjualan?,0
84,169,170,Apa saja pekerjaan dengan gaji tinggi di bidang bioteknologi?,Apa saja pekerjaan bergaji tinggi untuk orang yang baru lulus M.Tech di bidang bioteknologi?,1
85,171,172,Bagaimana saya bisa menambah tinggi badan saya setelah 21 juga?,Dapatkah tinggi badan meningkat setelah usia 25 tahun?,1
86,173,174,"Apa efek utama dari gempa bumi Kamboja, dan bagaimana efek ini dibandingkan dengan gempa bumi Kamchatca pada tahun 1952?","Apa efek utama dari gempa bumi Kamboja, dan bagaimana efek ini dibandingkan dengan gempa bumi Valparaiso pada tahun 1822?",1
87,175,176,Apa perbedaan antara ketulusan dan keadilan?,Apa perbedaan antara jujur dan tulus?,0
88,177,178,Manakah laptop gaming terbaik di bawah 60 ribu INR?,Manakah laptop gaming terbaik di bawah Rs 60000?,1
89,179,180,Apa ulasan Anda tentang The Next Warrior: Apa komentar Anda tentang The Next Warrior: Proving Grounds - Part 9?,Apa ulasan Anda tentang The Next Warrior: Apa komentar Anda tentang The Next Warrior: Proving Grounds - Part 5?,0
90,181,182,Apa buku referensi terbaik untuk fisika kelas 11?,"Buku mana yang harus saya pilih untuk referensi fisika dan kimia (kelas 11, CBSE board)?",0
91,183,184,"Institut Teknologi Nasional, Kurukshetra: Bagaimana kehidupan sosial di NITK, Surathkal?","Institut Teknologi Nasional Karnataka (NITK), Surathkal: Kepada angkatan yang telah lulus: Pelajaran apa yang ingin Anda berikan kepada junior Anda sebelum Anda pergi?",0
92,185,186,Apa saja film romantis terbaik dalam bahasa Inggris?,Apa film romantis terbaik yang pernah Anda tonton?,1
93,187,188,Apa yang menyebabkan mimpi buruk?,Apa yang menyebabkan mimpi buruk yang tampak nyata?,1
94,189,190,Apa yang dimaksud dengan ekspresionisme abstrak dalam seni lukis?,Apa saja pengaruh utama dari ekspresionisme abstrak?,0
95,191,192,Bagaimana cara kerja pencetakan 3D?,Bagaimana cara kerja pencetakan 3D?,1
96,193,194,Bagaimana rasanya kuliah di Caltech bersama Jeremy Ehrhardt?,Siapa saja orang-orang terkenal yang pernah kuliah di Caltech?,0
97,195,196,Mengapa Harry menjadi horcrux?,Apa yang dimaksud dengan Horcrux?,0
98,197,198,Apa program associate product manager (APM) terbaik yang dapat diikuti oleh seseorang berusia awal 20-an untuk mempelajari manajemen produk dan memiliki karier yang bermanfaat di perusahaan?,Apa persyaratan umum untuk menjadi Manajer Produk atau Manajer Program di perusahaan perangkat lunak berbasis produk?,0
99,199,200,Mengapa nomor Skype di 1-855-425-3768 selalu sibuk?,Bagaimana saya bisa membuat Skype berfungsi pada ponsel Android 4.1.1?,0
100,201,202,Apakah benar-benar akan ada perang antara India dan Pakistan atas serangan Uri? Apa dampaknya?,Apakah akan terjadi perang nuklir antara India dan Pakistan?,1
101,203,204,Apakah Ronald Reagan memiliki tingkah laku dalam pidatonya?,Bagaimana reaksi Ronald Reagan terhadap peristiwa 9/11?,0
102,205,206,Apa strategi perang Uni dan Konfederasi selama Perang Saudara?,Bagaimana mungkin pasukan Konfederasi bisa mengalahkan pasukan Union di Gettysburg selama Perang Saudara Amerika?,0
103,207,208,Manakah novel fiksi terbaik tahun 2016?,Manakah novel fiksi terbaik?,0
104,209,210,Dapatkah saya memulihkan email saya jika saya lupa kata sandi?,Apa yang harus saya lakukan jika saya lupa kata sandi email saya?,1
105,211,212,"Apakah demonetisasi baru-baru ini akan menghasilkan PDB yang lebih tinggi? Jika demikian, berapa banyak?",Bagaimana demonetisasi dapat mempengaruhi PDB India dalam jangka pendek dan jangka panjang?,0
106,213,214,Pernahkah Anda mendengar tentang travel hacking?,Dapatkah WhatsApp diretas?,0
107,215,216,Apa perbedaan antara cinta dan kasihan?,Apa perbedaan antara cinta dan kasihan?,1
108,217,218,Seberapa kompetitif proses perekrutan di Republic Bank?,Seberapa kompetitif proses perekrutan di S & T Bank?,0
109,219,220,Bagaimana Google membantu dalam penyesuaian peringkat spam dari hasil pencarian?,"Bagaimana distribusi trafik di antara hasil pencarian organik Google? misalnya peringkat #1 vs. #2, halaman pertama vs. halaman kedua",0
110,221,222,Di mana saya bisa menonton gonulcelen dengan teks bahasa Inggris?,Di mana saya bisa menonton sarrainodu dengan subtitle?,0
111,223,224,Apakah Amerika Serikat adalah negara paling kuat di dunia?,Mengapa Amerika Serikat adalah negara paling kuat di dunia?,0
112,225,226,Bagaimana Anda mendapatkan pereda nyeri maag secara instan?,Apa yang lebih baik untuk nyeri punggung bawah: panas atau es?,0
113,227,228,Bagaimana menurut Anda makanan China?,Bagaimana pendapat Anda tentang makanan Cina?,1
114,229,230,Apa yang dimaksud dengan mengambil keuntungan dari seseorang?,Apakah lebih buruk mengambil keuntungan dari seseorang atau menjadi materialistis?,0
115,231,232,Mengapa kita menangis ketika kita bahagia dan ketika kita sedih?,Mengapa kita menangis?,0
116,233,234,Mengapa sebagian anak perempuan suka menjulurkan lidah mereka ketika berfoto?,Mengapa gadis-gadis remaja (dan wanita pada umumnya) mengizinkan pacar mereka untuk mengambil foto telanjang mereka di zaman sekarang ini dan di zaman (digital)?,0
117,235,236,"Apakah Anda merasa akhir novel ""1984"" menyedihkan?","Apa perbedaan Winston dan Julia dalam novel ""1984""? Bagaimana mereka serupa?",0
118,237,238,Apa saja alat komputer yang menakjubkan yang ada yang tidak diketahui kebanyakan orang?,Apa saja teknologi menakjubkan yang ada yang tidak diketahui oleh kebanyakan orang?,0
119,239,240,Apakah sikat gigi harus basah atau kering sebelum mengoleskan pasta gigi?,Pasta gigi apa yang paling murah?,0
120,241,242,Mengapa pertanyaan saya ditandai sebagai perlu perbaikan?,Bagaimana saya bisa mengajukan pertanyaan tanpa ditandai sebagai 'perlu ditingkatkan'?,1
121,243,244,Apa perbedaan antara keadaan netral dan keadaan penyangga?,"Jika setiap negara bagian di Amerika Serikat menyatakan perang terhadap satu sama lain, manakah yang akan menang?",0
122,245,246,Mineral apa yang memiliki muatan listrik tertinggi?,Mineral apa yang dapat menahan muatan listrik terbesar?,1
123,247,248,Apakah misteri terbesar di alam semesta?,Apakah misteri terbesar sepanjang masa?,0
124,249,250,Apa alternatif untuk pembelajaran mesin?,Bagaimana cara melakukan sampel berlebih pada set data ketidakseimbangan multi-kelas?,0
125,251,252,"Mengapa Tiongkok memblokir sanksi di PBB terhadap kepala Jaish-e-Mohammad (JeM), Masood Azhar?",Mengapa Tiongkok mendukung Masood Azhar?,1
126,253,254,Apa yang dimaksud dengan anggaran masa depan?,Apakah makna masa depan?,0
127,255,256,Dapatkah jumlah Vitamin C yang berlebihan menyebabkan saya mengalami keguguran?,Bagaimana Vitamin C dapat menyebabkan keguguran?,1
128,257,258,Bagaimana rasanya bekerja di Asahi India Glass? Berapa skala gaji setelah satu atau dua tahun?,Kapan kita akan mendapatkan Surat Panggilan setelah kita mendapatkan Letter of Intent dalam perekrutan Asahi India Glass?,0
129,259,260,Bagaimana cara mengakses Torbox di India?,Bagaimana cara mengakses Google.com dari India?,0
130,261,262,Apa sajakah mantra-mantra yakshini?,Apa itu Yantra & Mantra?,0
131,263,264,Apakah pembicaraan enam pihak berhasil?,Kursus mana yang lebih baik di NICMAR?,0
132,265,266,Bagaimana cara mendaftarkan email situs domain saya?,Bagaimana cara mendaftarkan domain .an?,0
133,267,268,Apakah normal bagi pria yang lebih tua untuk tertarik pada wanita muda?,Mengapa saya tertarik pada pria yang lebih tua?,0
134,269,270,Apa struktur terkuat atau bentuk terkuat di bawah kompresi?,Apa kabel Kevlar terkuat?,0
135,271,272,Siapakah Muslim Rohingya?,Siapakah orang-orang Rohingya?,1
136,273,274,Apakah penting apakah manusia itu egois atau jahat?,Apakah penting apakah manusia itu jahat atau tidak?,1
137,275,276,Apakah eksositosis dan endositosis merupakan contoh transpor aktif atau pasif?,Apa saja contoh transpor pasif dalam sel?,0
138,277,278,Bagaimana saya mendapatkan rambut di kepala botak?,"Jika saya mencukur kepala saya selama 2 tahun karena saya mulai botak dan kemudian menumbuhkan rambut saya, apakah rambut saya akan sama seperti ketika saya awalnya memiliki? Atau saya kehilangan lebih banyak rambut?",0
139,279,280,Apakah kehidupan ideal setelah pensiun?,Bagaimana kehidupan setelah pensiun?,0
140,281,282,Apa sikap kita terhadap Pakistan?,Bagaimana sikap Pakistan dalam kepemilikan senjata pemusnah massal oleh Korea Utara? Apakah mendukung RRDK atau menentang RRDK?,0
141,283,284,Apa situs web yang bagus untuk escort?,Bagaimana cara menemukan pendamping yang baik?,0
142,285,286,Mana yang lebih baik polo diesel atau grand i10 bensin?,Apa pola makan terbaik untuk seorang decathlete yang sedang tumbuh?,0
143,287,288,Apakah lubang hitam memiliki massa?,Apakah lubang hitam memiliki massa yang terbatas?,1
144,289,290,"Apakah Morgan Freeman benar ketika dia mengatakan bahwa satu-satunya cara untuk menghentikan rasisme, adalah dengan berhenti membicarakannya?",Apa pandangan Anda tentang kutipan Morgan Freeman tentang Rasisme ini?,1
145,291,292,Apakah Fab saat ini menawarkan opsi saham atau RSU kepada karyawan baru?,Apakah Uber saat ini menawarkan opsi saham atau RSU kepada karyawan baru?,0
146,293,294,Bagaimana Anda akan meninjau situs Waveclues?,Apakah ada situs pembayaran yang bagus untuk ulasan di luar sana?,0
147,295,296,Dengan berapa banyak cara kita bisa mendistribusikan 10 pensil yang tampak identik kepada 4 siswa sehingga setiap siswa mendapatkan paling sedikit satu pensil?,Dalam berapa banyak cara 12 apel dapat didistribusikan di antara 4 anak sehingga setiap anak mendapatkan paling sedikit 2 apel?,0
148,297,298,Berapa biaya untuk menyewa Jerry Seinfeld selama 1-2 jam?,Berapa biaya rata-rata untuk merekam video presentasi selama 2 jam?,0
149,299,300,Apakah 7 hari sudah terlambat untuk vaksin rabies setelah kemungkinan tidak terpapar gigitan?,Dapatkah saya mengambil suntikan rabies setelah 1 hari gigitan anjing?,0
150,301,302,Berapa tahun Inggris memerintah India?,Berapa jumlah standar waktu istirahat yang diberikan untuk relokasi internasional?,0
151,303,304,Bagaimana saya bisa berhenti takut bekerja?,Bagaimana Anda berhenti takut akan segala sesuatu?,0
152,305,306,Mengapa Red menyimpan kunci-kunci di OITNB?,Mengapa Red menyimpan kunci di musim 4 Orange is the New Black?,1
153,307,308,Pada usia berapa seseorang harus kehilangan keperawanannya?,"Pada usia berapa, bagaimana, dan di mana Anda kehilangan keperawanan Anda?",0
154,309,310,Seberapa pelupa Anda?,Bagaimana saya bisa melupakan istri saya?,0
155,311,312,Mungkinkah Snoke diam-diam adalah Darth Maul?,Bagaimana Snoke bisa menjadi Darth Plagueis jika dia dibunuh oleh Kaisar Palpatine?,0
156,313,314,"Jika saya tidak memonetisasi video YouTube & mengunggah konten hak cipta, maka apakah ada kemungkinan Google dapat memblokir akun saya?",Bagaimana Anda mengunggah film di YouTube dan memonetisasinya? Apakah ada masalah hak cipta,1
157,315,316,Apakah Anda akan beralih dari Canon 6D ke Leica D-LUX 109?,Tripod apa yang harus saya dapatkan untuk Canon 6D saya?,0
158,317,318,Seperti apa tampilan situs web Quora bagi anggota moderasi Quora?,Bagaimana tampilan Quora bagi seorang moderator?,1
159,319,320,Mengapa tidak ada yang menjawab pertanyaan saya di Quora?,Mengapa tidak ada yang menjawab pertanyaan saya di Quora?,1
160,321,322,Apa lelucon terlucu yang Anda ketahui?,Apa lelucon terlucu sepanjang masa?,1
161,323,324,"Saya mendapat tawaran pekerjaan @ Chelmsford-Essex, London dengan gaji £ 3764 PM setelah dipotong pajak. Mohon saran biaya bulanan tentatif untuk pasangan? & menabung mungkin?","Jika saya meninggalkan Norwegia, dapatkah saya membayar hipotek saya dengan rekening BSU saya, dan kemudian menjual apartemen saya tanpa harus membayar kembali potongan pajak yang saya dapatkan karena memiliki BSU?",0
162,325,326,Apa saja stereotip tentang Inggris Raya?,Apa pendapat orang Amerika tentang Inggris?,0
163,327,328,Bagaimana cara menggunakan Twitter sebagai sumber bisnis?,Bagaimana cara menggunakan Twitter untuk bisnis?,1
164,329,330,Bagaimana cara mentransfer uang dari Skrill ke rekening PayPal?,Bagaimana cara mengirim uang dari rekening PayPal ke rekening Skrill saya untuk ditarik?,0
165,331,332,Manakah earphone terbaik dengan bass yang dalam di bawah 1000?,Earphone terbaik mana yang di bawah Rs 1000?,1
166,333,334,Apakah karyawan pemerintah memenuhi syarat untuk Sukanya Samrudi Yojana?,Dapatkah karyawan Pemerintah menerapkan IEC?,0
167,335,336,Mana yang benar - 'Menantikan untuk berbicara dengan Anda' atau 'Berharap untuk berbicara dengan Anda'?,"Manakah yang benar: ""berbicara dengan"" atau ""berbicara kepada""?",0
168,337,338,Manakah bidang teknik terbaik?,Apa bidang teknik terbaik?,1
169,339,340,Bagaimana Anda membuat hidup sesuai dengan Anda dan menghentikan kehidupan dari menyalahgunakan Anda secara mental dan emosional?,"Mengapa ada orang yang kasar secara emosional dalam hidup saya? Beberapa mantan pacar, teman, dan rekan kerja / atasan masa lalu adalah pelaku kekerasan. Apakah saya menarik mereka?",0
170,341,342,Apa perbedaan antara gaji kotor dan CTC?,"Tampaknya ada perbedaan antara gaji mingguan saya dan gaji tahunan yang disepakati majikan saya, bagaimana cara kerjanya?",0
